SimTime,Config,GraphName,N,HW_Scale_Factor,HW_Scale_Var,Comm_Scale_Var,Area_Percentage,Seed,LB_Naive,random_opt_cost,random_opt_ratio,random_partition_cost,random_bb,random_makespan,random_time,greedy_opt_cost,greedy_opt_ratio,greedy_partition_cost,greedy_bb,greedy_makespan,greedy_time,diff_gnn_opt_cost,diff_gnn_opt_ratio,diff_gnn_partition_cost,diff_gnn_bb,diff_gnn_makespan,diff_gnn_time,diff_gnn_order_opt_cost,diff_gnn_order_opt_ratio,diff_gnn_order_partition_cost,diff_gnn_order_bb,diff_gnn_order_makespan,diff_gnn_order_time,pso_opt_cost,pso_opt_ratio,pso_partition_cost,pso_bb,pso_makespan,pso_time,dbpso_opt_cost,dbpso_opt_ratio,dbpso_partition_cost,dbpso_bb,dbpso_makespan,dbpso_time,clpso_opt_cost,clpso_opt_ratio,clpso_partition_cost,clpso_bb,clpso_makespan,clpso_time,ccpso_opt_cost,ccpso_opt_ratio,ccpso_partition_cost,ccpso_bb,ccpso_makespan,ccpso_time,esa_opt_cost,esa_opt_ratio,esa_partition_cost,esa_bb,esa_makespan,esa_time,shade_opt_cost,shade_opt_ratio,shade_partition_cost,shade_bb,shade_makespan,shade_time,jade_opt_cost,jade_opt_ratio,jade_partition_cost,jade_bb,jade_makespan,jade_time,gl25_opt_cost,gl25_opt_ratio,gl25_partition_cost,gl25_bb,gl25_makespan,gl25_time
2026-02-17 21:32:04,config_mkspan_area_0.1_hw_0.1_seed_0,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.1,0.5,1.0,0.1,0,1005.5926797560742,,,,,,,,,,,,,4946.60875212255,4.919097813363603,9589.156628650533,optimize_single_point_makespan,8990.744493092796,102.20237684249878,4946.608749009872,4.9190978102682354,9484.607803005967,optimize_single_point_makespan,9047.814617665212,625.3597660064697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-17 21:44:26,config_mkspan_area_0.1_hw_0.1_seed_1,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.1,0.5,1.0,0.1,1,914.495431384477,,,,,,,,,,,,,4698.375243271546,5.137669453589901,10832.457955800905,optimize_single_point_makespan,8275.84499839865,102.3658516407013,4683.495810301036,5.121398805908278,9100.897269214454,optimize_single_point_makespan,8737.626042122241,626.1684236526489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-17 21:56:29,config_mkspan_area_0.1_hw_0.1_seed_2,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.1,0.5,1.0,0.1,2,896.9223739196549,,,,,,,,,,,,,4617.978581870623,5.14869370655737,9172.330179052376,optimize_single_point_makespan,7833.283107473885,101.53545475006104,4593.0258677407965,5.120873334521404,9324.412606926055,optimize_single_point_makespan,8006.641241245611,607.7640357017517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-17 22:08:45,config_mkspan_area_0.1_hw_0.1_seed_3,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.1,0.5,1.0,0.1,3,886.513608108352,,,,,,,,,,,,,4905.967051685346,5.5340008397093055,9591.165015977725,optimize_single_point_makespan,8586.672222729467,102.08285474777222,4755.972367511212,5.364804695620561,9525.911652328083,optimize_single_point_makespan,9012.413435071318,619.6506042480469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-17 22:21:00,config_mkspan_area_0.1_hw_0.3_seed_0,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.3,0.5,1.0,0.1,0,3016.369355489379,,,,,,,,,,,,,4946.608826571933,1.6399214564256803,9594.05663718977,optimize_single_point_makespan,9032.325127262893,101.9523811340332,4946.6088261638215,1.6399214562903814,9593.542529607183,optimize_single_point_makespan,9003.025528329003,620.0427670478821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-17 22:33:09,config_mkspan_area_0.1_hw_0.3_seed_1,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.3,0.5,1.0,0.1,1,2742.479224526191,,,,,,,,,,,,,4709.651462925816,1.7172970430576322,10875.567240353339,optimize_single_point_makespan,8449.18058543314,102.50248980522156,4688.679382685545,1.7096499184950407,9558.069465189936,optimize_single_point_makespan,8376.113224897204,612.7337980270386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-17 22:45:20,config_mkspan_area_0.1_hw_0.3_seed_2,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.3,0.5,1.0,0.1,2,2688.9671217589616,,,,,,,,,,,,,4642.354225591764,1.726445142458645,9302.168724853267,optimize_single_point_makespan,7884.203740355234,101.25679111480713,4608.169166298159,1.713732060540692,9279.935393222226,optimize_single_point_makespan,8148.419582601141,616.4247605800629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-17 22:57:27,config_mkspan_area_0.1_hw_0.3_seed_3,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.3,0.5,1.0,0.1,3,2658.940824325056,,,,,,,,,,,,,4921.712478461735,1.8510048939171333,9708.046596909242,optimize_single_point_makespan,8653.45423064427,101.73597288131714,4755.972367349897,1.7886717612668759,9688.591804726937,optimize_single_point_makespan,8986.552329531154,612.6726303100586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-17 23:09:47,config_mkspan_area_0.1_hw_0.5_seed_0,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.5,0.5,1.0,0.1,0,5020.405770995477,,,,,,,,,,,,,4946.608749208133,0.9853005862168168,9657.690063741547,optimize_single_point_makespan,9032.325127262893,102.08479022979736,4946.608748994311,0.9853005861742261,9746.302920585098,optimize_single_point_makespan,8939.069412309005,624.1024742126465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-17 23:22:00,config_mkspan_area_0.1_hw_0.5_seed_1,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/squeeze_net_tosa.dot,179,0.5,0.5,1.0,0.1,1,4559.116995953398,,,,,,,,,,,,,4720.92767867426,1.0354916714935114,11332.631281841008,optimize_single_point_makespan,8159.080028525733,101.30564212799072,4693.862940844775,1.0295552724378372,9458.733470712825,optimize_single_point_makespan,8536.80522259885,617.8428769111633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
